,availability,location,bhk,total_sqft,bath,price,total_sqftbybhk
7558,0,Whitefield,2.0,1256.0,2.0,73.0,628.0
7561,1,Whitefield,2.0,1300.0,2.0,78.0,650.0
7562,1,Whitefield,3.0,1570.0,3.0,88.0,523.3333333333334
7563,0,Whitefield,2.0,1216.0,2.0,84.03,608.0
7565,0,Whitefield,2.0,1216.0,2.0,72.5,608.0
7567,1,Whitefield,3.0,2025.0,4.0,115.0,675.0
7568,0,Whitefield,3.0,1346.0,2.0,100.0,448.6666666666667
7572,1,Whitefield,4.0,2990.0,3.0,198.0,747.5
7575,1,Whitefield,3.0,1720.0,3.0,98.97,573.3333333333334
7576,1,Whitefield,3.0,1600.0,3.0,95.0,533.3333333333334
7577,1,Whitefield,3.0,1655.0,3.0,108.0,551.6666666666666
7578,1,Whitefield,3.0,1740.0,3.0,95.0,580.0
7580,0,Whitefield,2.0,1350.0,2.0,88.0,675.0
7582,0,Whitefield,2.0,1216.0,2.0,80.0,608.0
7583,1,Whitefield,4.0,2900.0,4.0,225.0,725.0
7584,0,Whitefield,2.0,1340.0,2.0,101.0,670.0
7586,0,Whitefield,3.0,1500.0,3.0,78.57,500.0
7587,1,Whitefield,3.0,1626.0,3.0,85.0,542.0
7589,1,Whitefield,2.0,1100.0,2.0,65.0,550.0
7591,1,Whitefield,3.0,1270.0,2.0,65.0,423.3333333333333
7592,0,Whitefield,3.0,3117.0,3.0,261.0,1039.0
7593,0,Whitefield,2.0,1216.0,2.0,73.0,608.0
7595,0,Whitefield,3.0,3150.0,3.0,290.0,1050.0
7597,0,Whitefield,4.0,2956.0,5.0,234.0,739.0
7601,1,Whitefield,3.0,2247.0,3.0,145.0,749.0
7602,1,Whitefield,4.0,3940.0,5.0,265.0,985.0
7604,1,Whitefield,2.0,1160.0,2.0,67.0,580.0
7606,0,Whitefield,2.0,1180.0,2.0,77.0,590.0
7607,0,Whitefield,3.0,2140.0,3.0,139.0,713.3333333333334
7608,0,Whitefield,2.0,1314.0,2.0,84.0,657.0
7615,1,Whitefield,3.0,1431.0,3.0,85.0,477.0
7616,0,Whitefield,1.0,524.0,1.0,29.0,524.0
7617,0,Whitefield,4.0,2830.0,4.0,161.0,707.5
7618,1,Whitefield,4.0,2135.0,3.0,149.0,533.75
7620,1,Whitefield,4.0,3075.0,2.0,188.0,768.75
7621,1,Whitefield,3.0,1760.0,3.0,160.0,586.6666666666666
7622,0,Whitefield,3.0,1655.0,3.0,110.0,551.6666666666666
7623,0,Whitefield,1.0,840.0,1.0,57.0,840.0
7624,1,Whitefield,3.0,1725.0,3.0,106.0,575.0
7627,1,Whitefield,1.0,516.0,1.0,39.0,516.0
7629,1,Whitefield,4.0,6000.0,4.0,410.0,1500.0
7630,0,Whitefield,3.0,1639.0,3.0,107.0,546.3333333333334
7631,0,Whitefield,3.0,1820.0,3.0,113.0,606.6666666666666
7633,0,Whitefield,4.0,3565.0,4.0,218.0,891.25
7634,0,Whitefield,4.0,3410.0,5.0,253.0,852.5
7637,1,Whitefield,4.0,4500.0,4.0,330.0,1125.0
7638,1,Whitefield,2.0,1250.0,2.0,85.0,625.0
7640,0,Whitefield,2.0,1277.0,2.0,77.0,638.5
7641,1,Whitefield,3.0,1820.0,3.0,140.0,606.6666666666666
7642,1,Whitefield,4.0,3453.0,4.0,247.0,863.25
7648,0,Whitefield,3.0,2280.0,4.0,125.0,760.0
7649,0,Whitefield,4.0,2882.0,5.0,200.0,720.5
7651,0,Whitefield,3.0,1639.5,3.0,92.63,546.5
7654,1,Whitefield,2.0,1190.0,2.0,70.0,595.0
7656,1,Whitefield,2.0,1270.0,2.0,94.0,635.0
7657,1,Whitefield,2.0,1220.0,2.0,89.0,610.0
7660,0,Whitefield,3.0,3758.0,3.0,300.0,1252.6666666666667
7665,0,Whitefield,2.0,1216.0,2.0,72.0,608.0
7667,1,Whitefield,4.0,5400.0,5.0,475.0,1350.0
7668,0,Whitefield,3.0,1396.0,3.0,74.0,465.3333333333333
7677,1,Whitefield,3.0,1615.0,3.0,96.9,538.3333333333334
7683,1,Whitefield,2.0,1200.0,2.0,70.0,600.0
7686,0,Whitefield,2.0,1216.0,2.0,75.0,608.0
7688,0,Whitefield,3.0,2321.0,4.0,157.0,773.6666666666666
7689,1,Whitefield,2.0,1224.0,2.0,75.0,612.0
7690,0,Whitefield,3.0,1655.0,3.0,113.0,551.6666666666666
7692,1,Whitefield,5.0,4144.0,5.0,331.0,828.8
7695,0,Whitefield,3.0,1200.0,3.0,67.75,400.0
7696,1,Whitefield,4.0,2444.0,4.0,145.0,611.0
7697,1,Whitefield,2.0,1270.0,2.0,110.0,635.0
7698,1,Whitefield,3.0,1660.0,3.0,110.0,553.3333333333334
7699,1,Whitefield,2.0,1270.0,2.0,105.0,635.0
7701,0,Whitefield,2.0,1173.0,2.0,78.2,586.5
7702,1,Whitefield,2.0,1362.0,2.0,85.0,681.0
7704,1,Whitefield,3.0,1457.0,2.0,105.0,485.6666666666667
7705,0,Whitefield,3.0,1720.0,3.0,128.0,573.3333333333334
7709,0,Whitefield,3.0,1564.0,3.0,103.0,521.3333333333334
7713,0,Whitefield,3.0,1639.0,3.0,107.0,546.3333333333334
7714,1,Whitefield,3.0,1760.0,3.0,139.0,586.6666666666666
7715,0,Whitefield,1.0,613.0,1.0,48.0,613.0
7716,1,Whitefield,3.0,1730.0,3.0,125.0,576.6666666666666
7718,0,Whitefield,1.0,877.0,1.0,59.0,877.0
7722,1,Yelachenahalli,3.0,1464.0,2.0,105.0,488.0
7723,0,Yelachenahalli,2.0,2400.0,1.0,150.0,1200.0
7724,1,Yelachenahalli,3.0,1700.0,3.0,130.0,566.6666666666666
7725,1,Yelachenahalli,2.0,1080.0,2.0,55.0,540.0
7726,1,Yelachenahalli,2.0,1400.0,2.0,78.0,700.0
7727,1,Yelachenahalli,3.0,1330.0,3.0,73.5,443.3333333333333
7728,1,Yelachenahalli,2.0,800.0,1.0,30.0,400.0
7729,1,Yelachenahalli,2.0,1100.0,2.0,60.0,550.0
7730,1,Yelachenahalli,3.0,1365.0,2.0,72.0,455.0
7731,1,Yelachenahalli,2.0,1103.0,2.0,55.0,551.5
7732,1,Yelachenahalli,2.0,1000.0,2.0,50.0,500.0
7734,0,Yelahanka,2.0,1326.0,2.0,78.0,663.0
7741,1,Yelahanka,3.0,1705.0,3.0,95.0,568.3333333333334
7742,1,Yelahanka,2.0,1234.0,2.0,80.0,617.0
7743,1,Yelahanka,2.0,1315.0,2.0,85.0,657.5
7744,1,Yelahanka,2.0,1170.0,2.0,62.5,585.0
7746,0,Yelahanka,1.0,697.0,1.0,45.0,697.0
7749,1,Yelahanka,3.0,2195.0,4.0,127.0,731.6666666666666
7751,1,Yelahanka,3.0,1614.0,3.0,95.0,538.0
7753,1,Yelahanka,1.0,628.0,1.0,24.0,628.0
7756,1,Yelahanka,1.0,654.0,1.0,38.4,654.0
7764,0,Yelahanka,3.0,1825.0,3.0,105.0,608.3333333333334
7765,1,Yelahanka,3.0,1603.0,3.0,96.0,534.3333333333334
7766,0,Yelahanka,2.0,1304.0,2.0,79.0,652.0
7772,0,Yelahanka,3.0,1517.0,3.0,76.3,505.6666666666667
7776,1,Yelahanka,2.0,1327.0,2.0,85.0,663.5
7779,1,Yelahanka,3.0,1566.0,3.0,97.0,522.0
7781,1,Yelahanka,2.0,1270.0,2.0,78.0,635.0
7782,0,Yelahanka,3.0,1400.0,2.0,80.54,466.6666666666667
7784,1,Yelahanka,2.0,1322.0,2.0,86.0,661.0
7785,1,Yelahanka,2.0,1100.0,2.0,70.0,550.0
7786,1,Yelahanka,2.0,1200.0,2.0,70.0,600.0
7788,1,Yelahanka,5.0,4000.0,5.0,220.0,800.0
7789,1,Yelahanka,4.0,2675.0,4.0,140.0,668.75
7791,0,Yelahanka,1.0,654.0,1.0,37.0,654.0
7792,1,Yelahanka,3.0,1465.0,3.0,80.01,488.3333333333333
7796,1,Yelahanka,3.0,1692.0,3.0,83.0,564.0
7801,0,Yelahanka,3.0,2145.0,3.0,125.0,715.0
7803,1,Yelahanka,2.0,1322.0,2.0,75.0,661.0
7806,0,Yelahanka,1.0,602.0,1.0,26.0,602.0
7807,1,Yelahanka,2.0,1100.0,2.0,60.0,550.0
7808,1,Yelahanka,3.0,1614.0,2.0,100.0,538.0
7809,0,Yelahanka,3.0,1890.0,3.0,108.0,630.0
7810,1,Yelahanka,3.0,1556.0,3.0,86.0,518.6666666666666
7811,1,Yelahanka,3.0,1610.0,4.0,85.0,536.6666666666666
7817,0,Yelahanka,3.0,1859.0,3.0,108.0,619.6666666666666
7819,1,Yelahanka,2.0,1322.0,2.0,80.0,661.0
7822,1,Yelahanka,4.0,2600.0,4.0,175.0,650.0
7823,1,Yelahanka,2.0,1305.0,2.0,78.0,652.5
7825,0,Yelahanka,3.0,1711.0,3.0,85.61,570.3333333333334
7826,1,Yelahanka,2.0,1315.0,2.0,75.0,657.5
7827,1,Yelahanka,6.0,3600.0,6.0,200.0,600.0
7829,1,Yelahanka,3.0,1614.0,3.0,95.0,538.0
7830,1,Yelahanka,3.0,1650.0,3.0,105.0,550.0
7835,1,Yelahanka,4.0,3990.0,4.0,260.0,997.5
7836,1,Yelahanka,3.0,1620.0,3.0,90.0,540.0
7837,0,Yelahanka,1.0,654.0,1.0,36.25,654.0
7838,1,Yelahanka,3.0,1614.0,3.0,93.0,538.0
7839,1,Yelahanka,1.0,694.0,1.0,30.84,694.0
7840,1,Yelahanka,2.0,1115.0,2.0,60.0,557.5
7841,1,Yelahanka,3.0,2317.0,4.0,140.0,772.3333333333334
7842,1,Yelahanka,3.0,1653.0,3.0,93.0,551.0
7843,1,Yelahanka,1.0,654.0,1.0,38.0,654.0
7845,1,Yelahanka,2.0,1445.0,2.0,82.0,722.5
7847,1,Yelahanka,1.0,602.0,1.0,38.0,602.0
7848,1,Yelahanka,1.0,697.0,1.0,35.0,697.0
7850,0,Yelahanka,1.0,682.0,1.0,36.23,682.0
7852,1,Yelahanka,3.0,1560.0,2.0,98.0,520.0
7853,1,Yelahanka,3.0,1780.0,3.0,107.0,593.3333333333334
7854,1,Yelahanka,3.0,1342.0,2.0,75.0,447.3333333333333
7855,0,Yelahanka,3.0,1823.0,3.0,103.0,607.6666666666666
7856,0,Yelahanka,3.0,1792.0,3.0,104.0,597.3333333333334
7857,1,Yelahanka,2.0,1304.0,2.0,69.97,652.0
7860,1,Yelahanka,2.0,1300.0,2.0,69.23,650.0
7861,1,Yelahanka,3.0,1705.0,3.0,91.0,568.3333333333334
7863,0,Yelahanka,3.0,1835.0,3.0,108.0,611.6666666666666
7864,0,Yelahanka,3.0,1847.0,3.0,92.0,615.6666666666666
7866,0,Yelahanka,3.0,1890.0,3.0,109.0,630.0
7867,1,Yelahanka,1.0,700.0,1.0,38.0,700.0
7868,1,Yelahanka,3.0,1491.0,3.0,85.0,497.0
7869,1,Yelahanka,4.0,2088.0,5.0,110.0,522.0
7872,1,Yelahanka,4.0,3019.0,6.0,190.0,754.75
7874,1,Yelahanka,3.0,1600.0,3.0,100.0,533.3333333333334
7878,1,Yelahanka,3.0,1705.0,3.0,85.0,568.3333333333334
7879,1,Yelahanka,3.0,1350.0,2.0,85.0,450.0
7880,1,Yelahanka,3.0,1633.0,3.0,110.0,544.3333333333334
7881,0,Yelahanka,1.0,827.5,1.0,42.535,827.5
7883,1,Yelahanka,3.0,1355.0,2.0,75.0,451.6666666666667
7886,1,Yelahanka,2.0,1104.0,2.0,58.0,552.0
7888,0,Yelahanka,2.0,1175.0,2.0,67.77,587.5
7889,1,Yelahanka,2.0,1322.0,2.0,77.9,661.0
7890,0,Yelahanka,1.0,602.0,1.0,33.0,602.0
7891,1,Yelahanka,2.0,1315.0,2.0,77.0,657.5
7894,1,Yelahanka,1.0,567.0,1.0,25.0,567.0
7896,0,Yelahanka,1.0,602.0,2.0,30.0,602.0
7898,1,Yelahanka,2.0,1234.0,2.0,80.0,617.0
7901,1,Yelahanka,2.0,1267.0,3.0,78.0,633.5
7902,0,Yelahanka,2.0,1360.0,2.0,78.19,680.0
7904,1,Yelahanka New Town,1.0,650.0,1.0,33.0,650.0
7905,1,Yelahanka New Town,1.0,500.0,1.0,20.0,500.0
7906,1,Yelahanka New Town,1.0,440.0,1.0,16.5,440.0
7907,1,Yelahanka New Town,3.0,1610.0,3.0,92.0,536.6666666666666
7908,1,Yelahanka New Town,3.0,1700.0,3.0,90.0,566.6666666666666
7909,1,Yelahanka New Town,1.0,650.0,1.0,20.0,650.0
7910,1,Yelahanka New Town,1.0,350.0,1.0,13.5,350.0
7912,1,Yelahanka New Town,2.0,1385.0,2.0,65.0,692.5
7913,1,Yelahanka New Town,1.0,500.0,2.0,24.0,500.0
7914,1,Yelahanka New Town,1.0,650.0,1.0,17.0,650.0
7915,1,Yelahanka New Town,1.0,450.0,1.0,16.0,450.0
7917,1,Yelahanka New Town,2.0,960.0,2.0,50.0,480.0
7919,1,Yelahanka New Town,3.0,1209.0,2.0,65.0,403.0
7920,1,Yelahanka New Town,3.0,1400.0,2.0,80.0,466.6666666666667
7921,1,Yelahanka New Town,1.0,450.0,1.0,15.0,450.0
7922,1,Yelahanka New Town,1.0,500.0,1.0,18.0,500.0
7923,0,Yelahanka New Town,3.0,1420.0,2.0,75.0,473.3333333333333
7924,1,Yelahanka New Town,1.0,485.02584,2.0,18.0,485.02584
7926,1,Yelahanka New Town,2.0,2200.0,2.0,180.0,1100.0
7927,1,Yelahanka New Town,1.0,488.0,1.0,20.0,488.0
7928,1,Yelahanka New Town,2.0,1100.0,2.0,58.0,550.0
7931,1,Yelahanka New Town,2.0,1000.0,2.0,44.0,500.0
7932,1,Yelahanka New Town,1.0,650.0,1.0,18.0,650.0
7934,1,Yelahanka New Town,3.0,1740.0,3.0,150.0,580.0
7935,1,Yelahanka New Town,2.0,1290.0,2.0,70.0,645.0
7937,1,Yelenahalli,2.0,1240.0,2.0,47.12,620.0
7938,1,Yelenahalli,2.0,1200.0,2.0,46.17,600.0
7940,1,Yelenahalli,2.0,1260.0,2.0,47.88,630.0
7942,1,Yelenahalli,2.0,1175.0,2.0,50.0,587.5
7943,1,Yelenahalli,3.0,1650.0,3.0,68.0,550.0
7944,1,Yelenahalli,2.0,1200.0,2.0,45.6,600.0
7945,1,Yelenahalli,2.0,1200.0,2.0,46.17,600.0
7946,1,Yelenahalli,2.0,1160.0,2.0,44.08,580.0
7948,0,Yeshwanthpur,3.0,1693.0,3.0,108.0,564.3333333333334
7949,1,Yeshwanthpur,1.0,667.0,1.0,36.85,667.0
7950,0,Yeshwanthpur,4.0,1950.0,4.0,130.0,487.5
7952,1,Yeshwanthpur,1.0,665.0,1.0,36.85,665.0
7956,1,Yeshwanthpur,1.0,671.0,1.0,36.85,671.0
7957,1,Yeshwanthpur,2.0,1277.5,2.0,95.815,638.75
7958,1,Yeshwanthpur,1.0,668.0,1.0,36.85,668.0
7959,0,Yeshwanthpur,2.0,1185.0,2.0,75.84,592.5
7960,1,Yeshwanthpur,2.0,1195.0,2.0,100.0,597.5
7961,0,Yeshwanthpur,3.0,1313.0,3.0,96.0,437.6666666666667
7962,1,Yeshwanthpur,2.0,1400.0,2.0,100.0,700.0
7965,1,Yeshwanthpur,1.0,673.0,1.0,36.85,673.0
7966,1,Yeshwanthpur,2.0,717.0,2.0,49.475,358.5
7969,1,Yeshwanthpur,1.0,605.0,1.0,41.745,605.0
7971,1,Yeshwanthpur,1.0,669.0,1.0,36.85,669.0
7973,1,Yeshwanthpur,3.0,3027.0,4.0,260.0,1009.0
7976,1,Yeshwanthpur,1.0,670.0,1.0,36.85,670.0
7979,1,Yeshwanthpur,2.0,1240.0,2.0,80.0,620.0
7980,0,Yeshwanthpur,3.0,1713.0,3.0,110.0,571.0
7981,1,Yeshwanthpur,2.0,1144.0,2.0,67.0,572.0
7982,1,Yeshwanthpur,2.0,1541.0,2.0,130.0,770.5
7984,1,Yeshwanthpur,2.0,1362.0,2.0,100.0,681.0
7985,1,Yeshwanthpur,1.0,666.0,1.0,36.8,666.0
7986,1,Yeshwanthpur,3.0,1855.0,3.0,140.0,618.3333333333334
7988,1,Yeshwanthpur,2.0,1165.0,2.0,85.0,582.5
7991,1,Yeshwanthpur,3.0,1825.0,3.0,145.0,608.3333333333334
7993,1,Yeshwanthpur,1.0,994.0,2.0,54.67,994.0
7994,1,Yeshwanthpur,1.0,650.0,1.0,40.0,650.0
7995,1,Yeshwanthpur,3.0,1855.0,3.0,140.0,618.3333333333334
7996,1,Yeshwanthpur,3.0,1500.0,3.0,100.0,500.0
8001,1,Yeshwanthpur,1.0,674.0,1.0,36.85,674.0
8003,1,Yeshwanthpur,1.0,672.0,1.0,36.85,672.0
8006,1,Yeshwanthpur,2.0,1195.0,2.0,100.0,597.5
8007,0,Yeshwanthpur,3.0,1692.0,3.0,108.0,564.0
8009,1,Yeshwanthpur,6.0,2500.0,5.0,185.0,416.6666666666667
8014,1,Yeshwanthpur,3.0,1855.0,3.0,135.0,618.3333333333334
8015,1,Yeshwanthpur,3.0,1876.0,3.0,160.0,625.3333333333334
8017,1,other,3.0,2770.0,4.0,290.0,923.3333333333334
8020,1,other,1.0,600.0,1.0,38.0,600.0
8023,1,other,2.0,1500.0,2.0,185.0,750.0
8024,1,other,2.0,840.0,2.0,45.0,420.0
8025,1,other,3.0,4395.0,3.0,240.0,1465.0
8026,1,other,2.0,845.0,2.0,55.0,422.5
8027,1,other,3.0,2511.0,3.0,205.0,837.0
8028,1,other,3.0,1660.0,2.0,105.0,553.3333333333334
8030,1,other,2.0,1200.0,2.0,65.0,600.0
8031,1,other,3.0,1200.0,3.0,90.0,400.0
8035,1,other,2.0,782.0,2.0,55.68,391.0
8036,1,other,3.0,1800.0,3.0,120.0,600.0
8037,1,other,3.0,1413.0,2.0,75.0,471.0
8038,0,other,2.0,945.0,2.0,54.0,472.5
8039,1,other,3.0,1870.0,3.0,110.0,623.3333333333334
8040,0,other,3.0,1260.0,2.0,85.05,420.0
8042,1,other,3.0,2795.0,4.0,235.0,931.6666666666666
8044,1,other,3.0,1904.0,3.0,150.0,634.6666666666666
8045,1,other,3.0,2000.0,3.0,175.0,666.6666666666666
8048,1,other,3.0,1500.0,3.0,100.0,500.0
8050,1,other,3.0,1783.0,3.0,115.0,594.3333333333334
8051,1,other,3.0,912.0,2.0,70.0,304.0
8054,1,other,3.0,1580.0,3.0,100.0,526.6666666666666
8055,1,other,3.0,1415.0,3.0,78.0,471.6666666666667
8057,1,other,3.0,2405.0,4.0,260.0,801.6666666666666
8058,1,other,2.0,1500.0,2.0,115.0,750.0
8063,1,other,2.0,1060.0,2.0,60.0,530.0
8064,1,other,8.0,2600.0,8.0,180.0,325.0
8066,1,other,2.0,1285.0,2.0,72.5,642.5
8067,0,other,3.0,4050.0,3.0,280.0,1350.0
8070,1,other,2.0,1280.0,2.0,69.0,640.0
8071,1,other,3.0,3045.0,3.0,170.0,1015.0
8074,1,other,2.0,900.0,2.0,110.0,450.0
8079,1,other,3.0,1560.0,3.0,115.0,520.0
8082,1,other,4.0,1200.0,4.0,165.0,300.0
8084,1,other,3.0,1645.0,3.0,95.0,548.3333333333334
8085,0,other,2.0,1200.0,2.0,79.0,600.0
8087,1,other,3.0,1350.0,2.0,140.0,450.0
8088,1,other,3.0,1800.0,3.0,150.0,600.0
8090,1,other,3.0,1762.0,3.0,125.0,587.3333333333334
8092,1,other,3.0,1200.0,3.0,90.0,400.0
8093,0,other,3.0,2023.71,3.0,275.0,674.57
8099,1,other,3.0,2150.0,4.0,240.0,716.6666666666666
8102,1,other,4.0,3309.0,4.0,325.0,827.25
8103,1,other,11.0,5000.0,9.0,360.0,454.54545454545456
8105,1,other,2.0,1150.0,2.0,126.0,575.0
8108,1,other,2.0,1200.0,2.0,74.0,600.0
8111,1,other,3.0,1753.0,3.0,120.0,584.3333333333334
8113,0,other,2.0,720.0,2.0,45.0,360.0
8116,1,other,4.0,1200.0,3.0,165.0,300.0
8117,1,other,1.0,700.0,1.0,41.0,700.0
8119,0,other,3.0,1595.0,3.0,115.0,531.6666666666666
8120,1,other,2.0,1353.0,2.0,110.0,676.5
8121,1,other,1.0,1200.0,2.0,85.0,1200.0
8124,1,other,3.0,1325.0,2.0,90.0,441.6666666666667
8127,1,other,2.0,1056.0,2.0,80.0,528.0
8130,1,other,3.0,1544.0,3.0,120.0,514.6666666666666
8131,1,other,2.0,1200.0,2.0,65.0,600.0
8132,1,other,1.0,540.0,1.0,36.0,540.0
8133,1,other,3.0,1578.0,3.0,180.0,526.0
8135,1,other,2.0,1600.0,2.0,115.0,800.0
8136,0,other,1.0,416.0,1.0,18.5,416.0
8139,1,other,1.0,834.0,1.0,60.0,834.0
8140,1,other,3.0,1125.0,4.0,70.0,375.0
8141,0,other,4.0,3000.0,5.0,260.0,750.0
8142,1,other,6.0,2160.0,5.0,250.0,360.0
8144,1,other,1.0,469.0,1.0,25.0,469.0
8149,1,other,2.0,1630.0,2.0,200.0,815.0
8151,1,other,3.0,1200.0,2.0,70.0,400.0
8152,1,other,3.0,1350.0,3.0,77.0,450.0
8153,0,other,4.0,4046.0,4.0,445.0,1011.5
8154,0,other,3.0,1180.0,2.0,78.34,393.3333333333333
8155,1,other,2.0,1355.0,2.0,115.0,677.5
8156,1,other,1.0,600.0,1.0,50.0,600.0
8157,1,other,3.0,1875.0,3.0,165.0,625.0
8158,1,other,2.0,600.0,2.0,55.0,300.0
8161,1,other,3.0,1750.0,3.0,120.0,583.3333333333334
8164,1,other,3.0,1092.0,2.0,98.5,364.0
8167,0,other,3.0,1855.0,3.0,225.0,618.3333333333334
8171,1,other,1.0,425.0,1.0,20.03,425.0
8173,1,other,1.0,600.0,1.0,60.0,600.0
8174,1,other,2.0,1468.0,2.0,140.0,734.0
8175,1,other,4.0,4300.0,5.0,550.0,1075.0
8177,1,other,2.0,775.0,2.0,55.0,387.5
8180,1,other,3.0,1352.0,3.0,135.0,450.6666666666667
8182,1,other,4.0,1200.0,3.0,95.0,300.0
8183,1,other,3.0,1976.0,3.0,184.0,658.6666666666666
8184,1,other,4.0,5500.0,4.0,600.0,1375.0
8185,1,other,3.0,1200.0,3.0,95.0,400.0
8188,1,other,2.0,1180.0,2.0,69.0,590.0
8189,1,other,1.0,686.0,1.0,17.0,686.0
8191,1,other,4.0,1500.0,4.0,180.0,375.0
8193,1,other,2.0,1282.0,2.0,87.0,641.0
8195,1,other,3.0,1500.0,2.0,95.0,500.0
8196,1,other,2.0,1300.0,1.0,115.0,650.0
8197,1,other,1.0,530.0,1.0,20.0,530.0
8198,1,other,2.0,1350.0,2.0,80.0,675.0
8200,1,other,8.0,2400.0,6.0,125.0,300.0
8202,1,other,2.0,1141.0,2.0,62.0,570.5
8205,1,other,1.0,950.0,1.0,40.0,950.0
8212,1,other,3.0,1480.0,3.0,90.0,493.3333333333333
8213,1,other,3.0,1600.0,3.0,90.0,533.3333333333334
8214,1,other,4.0,1200.0,4.0,135.0,300.0
8216,1,other,3.0,1500.0,3.0,115.0,500.0
8217,0,other,3.0,1824.0,3.0,125.0,608.0
8218,1,other,1.0,750.0,1.0,56.25,750.0
8225,1,other,4.0,6000.0,5.0,400.0,1500.0
8226,1,other,3.0,2400.0,3.0,170.0,800.0
8228,1,other,3.0,1500.0,2.0,98.0,500.0
8229,1,other,3.0,3095.0,3.0,350.0,1031.6666666666667
8231,1,other,1.0,1200.0,1.0,28.0,1200.0
8232,1,other,3.0,1500.0,3.0,100.0,500.0
8234,1,other,5.0,1560.0,5.0,145.0,312.0
8236,1,other,3.0,1560.0,3.0,188.0,520.0
8239,1,other,1.0,485.0,1.0,15.0,485.0
8245,1,other,3.0,1200.0,3.0,130.0,400.0
8246,1,other,2.0,1050.0,2.0,67.0,525.0
8247,1,other,3.0,1596.0,3.0,105.0,532.0
8251,1,other,3.0,1200.0,3.0,85.0,400.0
8252,0,other,2.0,1132.0,2.0,67.0,566.0
8254,1,other,3.0,1515.0,3.0,88.0,505.0
8257,0,other,2.0,1380.0,2.0,80.0,690.0
8260,1,other,4.0,4346.0,5.0,500.0,1086.5
8262,1,other,3.0,2200.0,3.0,187.0,733.3333333333334
8263,1,other,3.0,3329.0,3.0,330.0,1109.6666666666667
8264,1,other,4.0,3600.0,4.0,300.0,900.0
8265,1,other,4.0,3500.0,3.0,450.0,875.0
8267,1,other,2.0,1093.0,2.0,65.0,546.5
8269,1,other,3.0,1535.0,3.0,95.0,511.6666666666667
8271,0,other,2.0,1100.0,2.0,62.7,550.0
8274,1,other,3.0,2197.0,4.0,280.0,732.3333333333334
8276,1,other,2.0,1100.0,2.0,60.0,550.0
8277,1,other,4.0,1600.0,3.0,172.0,400.0
8278,1,other,3.0,1450.0,2.0,85.0,483.3333333333333
8279,1,other,4.0,2000.0,3.0,166.0,500.0
8283,1,other,3.0,1756.0,3.0,100.0,585.3333333333334
8284,0,other,3.0,1532.0,3.0,92.0,510.6666666666667
8285,1,other,3.0,1650.0,3.0,110.0,550.0
8286,1,other,2.0,1200.0,2.0,66.0,600.0
8288,1,other,3.0,1525.0,2.0,122.0,508.3333333333333
8292,1,other,4.0,2400.0,3.0,200.0,600.0
8293,1,other,2.0,1000.0,2.0,130.0,500.0
8295,1,other,2.0,3040.0,1.0,180.0,1520.0
8297,1,other,3.0,1390.0,3.0,120.0,463.3333333333333
8299,1,other,2.0,1135.0,2.0,68.0,567.5
8300,1,other,2.0,900.0,2.0,55.0,450.0
8304,1,other,3.0,2500.0,3.0,250.0,833.3333333333334
8308,1,other,2.0,1269.72,2.0,68.0,634.86
8309,1,other,3.0,1168.0,3.0,70.0,389.3333333333333
8311,1,other,4.0,2100.0,4.0,155.0,525.0
8313,1,other,3.0,1515.0,3.0,93.93,505.0
8318,1,other,6.0,2700.0,4.0,214.0,450.0
8319,1,other,3.0,2000.0,3.0,210.0,666.6666666666666
8320,1,other,5.0,2400.0,4.0,300.0,480.0
8321,1,other,3.0,1760.0,3.0,176.0,586.6666666666666
8322,1,other,1.0,595.0,1.0,42.0,595.0
8327,1,other,2.0,1170.0,2.0,86.0,585.0
8328,1,other,4.0,2200.0,4.0,235.0,550.0
8336,1,other,3.0,1650.0,3.0,175.0,550.0
8338,1,other,3.0,1670.0,3.0,91.86,556.6666666666666
8342,1,other,3.0,1250.0,2.0,80.0,416.6666666666667
8343,1,other,3.0,1650.0,4.0,160.0,550.0
8344,1,other,2.0,800.0,2.0,50.0,400.0
8345,1,other,2.0,1225.0,2.0,150.0,612.5
8347,0,other,4.0,3675.0,4.0,367.0,918.75
8348,1,other,2.0,1200.0,2.0,150.0,600.0
8351,1,other,2.0,1350.0,2.0,80.0,675.0
8353,1,other,3.0,1614.0,3.0,110.0,538.0
8354,1,other,2.0,1188.0,2.0,73.0,594.0
8355,1,other,3.0,1480.0,3.0,90.0,493.3333333333333
8356,1,other,2.0,680.0,2.0,42.0,340.0
8359,1,other,2.0,955.0,2.0,53.55,477.5
8361,1,other,3.0,2479.13,3.0,215.0,826.3766666666667
8362,1,other,2.0,1100.0,2.0,106.0,550.0
8365,1,other,3.0,1925.0,3.0,120.0,641.6666666666666
8366,1,other,1.0,650.0,1.0,26.0,650.0
8368,0,other,3.0,2000.0,3.0,207.0,666.6666666666666
8369,1,other,2.0,1050.0,2.0,110.0,525.0
8371,1,other,3.0,2204.0,2.0,305.0,734.6666666666666
8377,1,other,3.0,1685.0,2.0,110.0,561.6666666666666
8379,0,other,3.0,1550.0,3.0,110.0,516.6666666666666
8380,1,other,1.0,500.0,1.0,20.0,500.0
8382,1,other,3.0,3155.0,4.0,370.0,1051.6666666666667
8383,1,other,3.0,1765.0,3.0,105.0,588.3333333333334
8384,1,other,2.0,1265.0,2.0,70.0,632.5
